name,version,licenseType,sourceLink,description,tags
Toast-PhoneGap-Plugin,1,MIT,https://github.com/EddyVerbruggen/Toast-PhoneGap-Plugin/archive/master.zip,This plugin allows you to show a native Toast (a little text popup) on iOS  Android and WP8. It's great for showing a non intrusive native notification which is guaranteed always in the viewport of the browser.,"android, ios, text"
toastr,2.1.2,MIT,https://github.com/CodeSeven/toastr#current-version,It is used to display UI toast messages,"utility, ui"
Tomcat JULI,7.0.50,Apache v2,http://grepcode.com/snapshot/repo1.maven.org/maven2/org.apache.tomcat/tomcat-juli/7.0.50/,Tomcat has its own implementation of several key elements of java.util.logging API. This implementation is called JULI. The key component there is a custom LogManager implementation  that is aware of different web applications running on Tomcat (and their different class loaders). ,"logging, java"
Traitlets,4.2.1,BSD,https://pypi.python.org/pypi/traitlets/4.2.1,A configuration system for Python applications. ,"python, config"
Truezip,7.7.9,EPL,https://truezip.java.net/kick-start/no-maven.html,TrueZIP is a Java based virtual file system (VFS) which enables client applications to perform CRUD (Create  Read  Update  Delete) operations on archive files as if they were virtual directories  even with nested archive files in multithreaded environments ,"file-management, java"
Twill,0.6.0,Apache v2,https://github.com/apache/incubator-twill/tree/branch-0.6.0,Twill is an open source Laravel package that helps developers rapidly create a custom CMS that is beautiful  powerful  and flexible. By standardizing common functions without compromising developer control  Twill makes it easy to deliver a feature-rich admin console that focuses on modern publishing needs.,"utility, publishing"
twirl-api_2.10,1.1.1,Apache v2,http://mvnrepository.com/artifact/com.typesafe.play/twirl-api_2.10/1.1.1,Twirl is the  Play  template engine.,"play, framework"
twitter-bootstrap-timepicker,0.2.5,MIT,https://github.com/jdewit/bootstrap-timepicker/,Easily select a time for a text input using your mouse or keyboards arrow keys.,"datetime, utility"
TwoWayVIEW,0.1.3,Apache v2,https://github.com/lucasr/twoway-view/,collection of feature-complete stock layouts ,"ui, layout"
typechecker (node),4.5.0,MIT + OFL-1.1,https://github.com/bevry/typechecker/tree/v4.5.0,Utilities to get and check variable types (isString  isPlainObject  isRegExp  etc),utility
Type Safe Config,1.3.0,Apache v2,https://github.com/typesafehub/config,Configuration library for JVM languages.,configuration
typetools,0.4.1,Apache v2,https://github.com/jhalterman/typetools,A simple  zero-dependency library for working with types. ,utility
UIImageEffects,1.1,Apple Software,https://developer.apple.com/library/ios/samplecode/UIImageEffects/Listings/UIImageEffects_UIImageEffects_h.html#//apple_ref/doc/uid/DTS40013396-UIImageEffects_UIImageEffects_h-DontLinkElementID_8,UIImageEffects is based on Apple's UIImage category in sample code Blurring and Tinting an Image.,"ui, media"
ui-select,0.12.1,MIT,https://github.com/angular-ui/ui-select/tree/v0.12.1,Selection utility ,"ui, layout"
uncontrollable,4.0.3,BSD + FB Patents file,https://github.com/jquense/uncontrollable/releases,Wrap a controlled react component  to allow specific prop/handler pairs to be omitted by Component consumers. Uncontrollable allows you to write React components  with minimal state  and then wrap them in a component that will manage state for prop/handlers if they are excluded.,"react, ui"
unirest-java,1.4.6,MIT,https://github.com/Mashape/unirest-java/tree/unirest-java-1.4.6,Lightweight HTTP Request Client Libraries,http
unit-api,0.9.2,BSD,https://github.com/unitsofmeasurement/unit-api/tree/0.9,This JSR specifies Java packages for modeling and working with measurement values  quantities and their corresponding units. ,math
urwid,1.2.2,LGPL v2,https://github.com/wardi/urwid,Urwid is a console user interface library for Python,"cli, python"
UserAgentUtils,1.18,BSD-equivalent,https://github.com/HaraldWalker/user-agent-utils/releases,Utilities for processing user-agent strings. Can be used to handle http requests in real-time or to analyze log files.,utility
usertype.core,3.0.0 CR1,Apache v2,http://grepcode.com/snapshot/repo1.maven.org/maven2/org.jadira.usertype/usertype.core/3.0.0.CR1,Classes utilising Joda Time  Joda Money  Libphonenum and JDK Types that add Hibernate support,"java,utility"
usertype.spi,3.0.0 GA,Apache v2,http://grepcode.com/snapshot/repo1.maven.org/maven2/org.jadira.usertype/usertype.spi/3.0.0.GA,User Types and classes for use with Hibernate. Includes user types for use with the javax.time classes included in the early review class of JSR 310. Where possible these types are compatible with the equivalent Joda Time - Hibernate user types.,"java,orm"
util-linux,2.23.2,GPL v2,https://git.kernel.org/pub/scm/utils/util-linux/util-linux.git/tag/?h=v2.23.2,util-linux is a random collection of Linux utilities,utility
UUID,3.4.0,MIT,http://stephenc.github.io/eaio-uuid/project-info.html,An implementation of the UUIDs and GUIDs specification in Java. UUIDs are 128 bit long identifiers that are guaranteed to be unique. ,identity-management
validator,3.42.0,MIT,https://github.com/chriso/validator.js ,A library of string validators and sanitizers. ,string-manipulation
Vecmath,1.3.2-build8,Other License,Project home https://java.net/projects/vecmath/,This package supports vector/point transformation math often utilized in computer graphics.,math
Vex,2.3.2,MIT,https://github.com/HubSpot/vex/releases,Vex is a modern dialog library which is highly configurable  easily stylable  and gets out of the way ,dialog
Video Effects,2.3.1,Apache v2,https://github.com/mmaitre314/VideoEffect,Provides Media Extensions applying image effects from the Lumia Imaging SDK  Win2D  and DirectX HLSL pixel shaders to videos via MediaTranscoder  MediaComposition  MediaCapture  or MediaElement. Enables overlays  effect animations  cropping  creating square videos  and video analysis (ZXing.Net barcode  QR code  etc.). Supports Universal Store Apps for Windows Phone 8.1 and Windows 8.1 ,media
VideoLan Vlc,2.2.0-git-20140408-0402,LGPL v2.1,Source URL: http://download.videolan.org/pub/videolan/vlc/2.2.0/vlc-2.2.0.tar.xz,VLC is a free and open source cross-platform multimedia player and ... VLMC VideoLAN Movie Creator is a non-linear editing software for video creation.,media
Vis,4.13.0,Apache v2,http://visjs.org/#download_install,VIS provides timeline and graphing visual capabilities to the IBM Counter Fraud Management user interface,"graph, trend"
warning,3.0.0,BSD + FB Patents file,https://github.com/BerkeleyTrue/warning/releases/tag/v3.0.0,Similar to Facebook's (FB) invariant but only logs a warning if the condition is not met. This can be used to log issues in development environments in critical paths. Removing the logging code for production environments will keep the same logic and follow the same code paths.,logging
Wazuh,3.6.0,GPL v2,https://github.com/wazuh/wazuh/releases/tag/v3.6.0,Wazuh is a free  open-source host-based intrusion detection system. It performs log analysis  integrity checking  Windows registry monitoring  rootkit detection  time-based alerting  and active response.,"security, utility"
weave,1.0.1,Apache v2,https://github.com/weaveworks/weave,Weave creates a virtual network that connects Docker containers deployed across multiple hosts and enables their automatic discovery. ,"virtualization, docker"
webutilities,0.0.7,Apache v2,https://code.google.com/p/webutilities/,web response/request compression  javascript/css minification,web
Wheel,0.26.0,MIT,https://pypi.python.org/pypi/wheel/0.26.0,Wheel is a built-package installation format for Python  allowing programs to interact with wheel files (a wheel file is a ZIP-format archive with a specially formatted filename and the .whl file extension).,"python, package-management"
Whitespace tokenizer,2.3.1,Apache v2,http://mvnrepository.com/artifact/org.apache.uima/WhitespaceTokenizer,The whitespace tokenizer breaks text into terms whenever it encounters a whitespace character.,data-processing
wink-common,1.4,Apache v2,http://mvnrepository.com/artifact/org.apache.wink/wink-common/1.4,Apache Wink is a simple yet solid framework for building RESTful Web services. It is comprised of a Server module and a Client module for developing and consuming RESTful Web services. ,"rest,framework"
Winston,2.1.1,MIT,https://github.com/winstonjs/winston,a multi-transport async logging library for node.js http://github.com/winstonjs/winston ,logging
winston-daily-rotate-file,1.0.1,MIT,https://github.com/winstonjs/winston-daily-rotate-file,A transport for winston which logs to a rotating file each day. ,logging
winstore-jscompat,1,Apache v2,https://github.com/MSOpenTech/winstore-jscompat,Developers can use a wide variety of JavaScript APIs to leverage the power and broad capabilities of Windows in Windows Store apps. In order to prevent unwanted access to the Windows Runtime restrictions and measures are set in place so that malicious script will not compromise an app's integrity. In some cases  however  this security model may prevent some JavaScript libraries to run as intended. A handful of popular  third-party libraries happen to use code which is flagged as unsafe  and therefore will not work as expected in Windows Store apps. ,"js, utility, windows"
WordPress,4.3,GPL v2,https://wordpress.org/download/release-archive/,Software used to create a website  blog or app,"web, ui"
wro4j,1.7.0,Apache v2,https://github.com/alexo/wro4j,Wro4j is a tool for analysis and optimization of web resources. It brings together almost all the modern web tools: JsHint  CssLint  JsMin  Google Closure compressor  YUI Compressor  UglifyJs  Dojo Shrinksafe  Css Variables Support  JSON Compression  Less  Sass  CoffeeScript and much more.,"utility, codelint"
